"","V1","V2","V3"
"99",60.265999,66.891998,2
"100",222.906998,118.980003,2
"101",498.197998,145.182007,4
"102",180.408997,59.985001,2
"103",540.594971,149.623993,4
"104",553.258972,237.582001,4
"105",287.924988,206.067993,3
"106",132.005005,145.804001,3
"107",422.47699,108.890999,1
"108",271.722992,132.408997,3
"109",345.459015,153.759995,5
"110",456.819,125.885002,1
"111",165.348999,237.453003,3
"112",616.554993,241.731003,1
"113",493.032013,70.628998,4
"114",328.199005,102.240997,5
"115",501.613007,142.602997,4
"116",171.154999,229.751999,3
"117",432.494995,253.889999,7
"118",361.263,221.348007,6
"119",65.639999,216.309006,1
"120",197.643005,139.957993,2
"121",37.889,71.115997,1
"122",387.381012,190.660004,6
"123",355.570007,83.401001,5
"124",101.283997,169.285995,1
"125",148.227997,257.660004,3
"126",93.172997,154.779007,2
"127",203.981995,266.815002,3
"128",284.582001,212.457993,3
"129",59.328999,198.889008,2
"130",344.683014,151.951004,5
"131",129.968994,150.449997,3
"132",173.751999,126.782997,1
"133",524.661987,110.091003,4
"134",345.51001,242.845001,7
"135",393.09201,129.072006,6
"136",169.580994,67.167,2
"137",147.130005,242.684006,3
"138",493.072998,129.182007,4
"139",397.165009,61.139999,5
"140",420.321991,76.218002,1
"141",413.980011,103.796997,6
"142",361.656006,270.437988,7
"143",482.796997,69.716003,4
"144",346.876007,273.544006,7
"145",364.23999,56.405998,5
"146",377.078003,62.981998,5
"147",385.674011,244.738007,7
"148",514.15802,62.652,4
"149",399.497986,71.545998,5
"150",375.131012,182.570007,6
"151",594.406982,213.654999,1
"152",173.811005,130.487,1
"153",247.636993,271.067993,3
"154",197.339996,243.697998,3
"155",163.830994,233.488998,3
"156",520.66803,136.209,4
"157",178.876007,74.915001,2
"158",403.90799,188.059998,6
"159",77.417,79.853996,2
"160",156.908005,250.522995,3
"161",371.253998,171.539993,1
"162",163.483002,73.622002,2
"163",275.016998,148.994003,3
"164",364.57901,43.5,5
"165",408.253998,266.348999,7
"166",85.125999,73.400002,2
"167",401.234009,129.826004,6
"168",473.048004,62.032001,4
"169",243.822006,254.983994,3
"170",480.023987,49.464001,4
"171",154.580994,55.419998,2
"172",216.022003,131.951004,2
"173",267.492004,168.735001,3
"174",554.23999,65.097,4
"175",560.366028,146.751999,4
"176",132.341995,179.531998,3
"177",78.130997,57.312,2
"178",53.698002,212.904007,1
"179",221.908005,251.557999,3
"180",268.593994,171.533997,3
"181",364.35199,91.741997,5
"182",342.165009,266.014008,7
"183",149.492996,64.889,2
"184",235.026993,265.286987,3
"185",223.412994,245.270996,3
"186",464.72699,76.390999,4
"187",32.763,29.489,1
"188",89.097,160.876007,2
"189",154.552002,83.040001,2
"190",468.050995,169.548996,1
"191",492.378998,73.915001,4
"192",132.365997,258.209015,3
"193",158.850006,221.781998,3
"194",259.847992,138.880997,3
"195",513.117004,108.052002,4
"196",529.669983,47.460999,4
"197",266.78299,246.707001,3
"198",153.869003,154.606003,3
"199",517.593994,96.477997,4
"200",553.947021,171.589005,4
"201",135.841003,160.455002,3
"202",389.442993,142.231995,6
"203",626.038025,206.339005,1
"204",179.005997,238.615005,3
"205",67.720001,196.779007,2
"206",488.46701,183.811996,4
"207",202.253998,73.541,2
"208",329.584015,134.557999,5
"209",356.188995,215.384995,6
"210",519.232971,130.768005,4
"211",440.274994,255.274994,7
"212",397.29599,170.300995,6
"213",389.829987,247.710007,7
"214",261.072998,268.122009,3
"215",470.955994,67.253998,4
"216",170.783005,275.830994,3
"217",533.017029,85.308998,4
"218",534.357971,157.490997,4
"219",78.115997,292.384003,1
"220",281.227997,300.179993,1
"221",466.664001,69.245003,4
"222",15.883,251.042999,1
"223",422.298004,146.498993,6
"224",156.154007,235.464996,3
"225",161.445007,111.606003,1
"226",616.88501,65.213997,1
"227",551.557007,125.626999,4
"228",385.992004,129.804001,6
"229",551.648987,166.285004,4
"230",254.410004,275.240997,3
"231",403.730011,171.363998,6
"232",543.596985,276.093994,1
"233",88.632004,193.701996,2
"234",534.940002,162.445999,4
"235",495.589996,133.186996,4
"236",402.105011,274.355011,7
"237",528.138,190.919006,4
"238",74.399002,94.617996,2
"239",219.018005,101.085999,2
"240",401.856995,111.487999,6
"241",96.657997,239.281006,1
"242",322.578003,298.976013,1
"243",161.852005,180.602005,3
"244",356.921997,47.153999,5
"245",89.707001,141.608002,2
"246",215.507996,146.714996,2
"247",418.60199,59.185001,5
"248",357.436005,136.113007,5
"249",315.821991,60.035,5
"250",148.656006,110.336998,3
"251",510.309998,194.835007,4
"252",403.141998,207.085999,6
"253",183.880005,240.080002,3
"254",205.227005,246.667999,3
"255",401.527008,94.902,1
"256",512.369995,65.185997,4
"257",92.309998,114.417999,1
"258",169.391998,238.542999,3
"259",523.922974,77.454002,4
"260",364.865997,83.709999,5
"261",354.47699,108.727997,5
"262",195.945999,193.242996,2
"263",346.350006,275.971985,7
"264",149.348999,79.222,2
"265",187.526993,265.946991,3
"266",306.681,67.598999,5
"267",357.069,155.438004,5
"268",552.369995,191.5,4
"269",421.574005,265.445007,7
"270",392.417999,207.347,6
"271",290.983002,64.510002,5
"272",90.384003,48.824001,2
"273",567.29303,242.352997,4
"274",342.321014,81.021004,5
"275",511.243011,84.124001,4
"276",436.558014,63.112999,1
"277",559.038025,59.626999,4
"278",561.468994,178.403,4
"279",202.837006,273.734985,3
"280",354.704987,148.160004,5
"281",153.679001,148.046005,3
"282",286.954987,161.296997,3
"283",204.007004,208.001007,2
"284",548.268982,222.419006,4
"285",431.376007,274.049011,7
"286",327.020996,42.530998,5
"287",535.687988,211.697998,4
"288",467.751007,80.039001,4
"289",420.963989,184.376007,6
"290",261.451996,275.561005,3
"291",480.395996,226.634003,1
"292",506.403015,49.021,4
"293",138.436996,237.199997,3
"294",533.989014,198.755005,4
"295",224.457001,212.886993,2
"296",208.537994,257.878998,3
"297",490.81601,187.320999,4
"298",216.210007,85.133003,2
"299",504.268005,166.813004,4
"300",116.975998,82.376999,2
"301",545.275024,105.564003,4
"302",190.591995,207.878006,2
"303",348.069,213.740005,6
"304",129.136993,167.574005,3
"305",164.360992,132.636002,3
"306",339.480011,155.210999,5
"307",147.794998,171.427994,3
"308",383.213989,247.852997,7
"309",336.967987,153.947006,5
"310",145.764008,183.112,3
"311",76.567001,74.444,2
"312",279.362,246.048004,3
"313",381.320007,258.931,7
"314",540.18103,57.262001,4
"315",563.406982,100.25,4
"316",39.518002,85.997002,1
"317",263.602997,113.633003,3
"318",207.867004,243.158005,3
"319",219.445007,189.731003,2
"320",141.966003,259.947998,3
"321",161.576004,185.998001,3
"322",358.377014,113.547997,5
"323",614.354004,83.414001,1
"324",161.240997,204.764999,3
"325",400.450989,123.732002,6
"326",402.835999,144.371002,6
"327",499.710999,174.298996,4
"328",543.403992,151.528,4
"329",505.205994,170.615005,4
"330",77.896004,76.125,2
"331",399.265015,211.384995,6
"332",516.929993,116.281998,4
"333",487.738007,55.902,4
"334",201.904999,53.102001,2
"335",475.46701,77.466003,4
"336",325.942993,279.110992,1
"337",286.30899,302.360992,1
"338",25.028999,238.505005,1
"339",382.102997,117.719002,6
"340",425.878998,246.067993,1
"341",292.799988,252.580994,3
"342",625.374023,26.517,1
"343",138.455994,268.182007,3
"344",326.09201,290.278992,1
"345",97.242996,51.785999,2
"346",536.205017,144.968994,4
"347",198.740997,121.167999,2
"348",168.751999,137.626007,3
"349",368.212006,270.364014,7
"350",109.516998,281.654999,1
"351",373.911011,69.651001,5
"352",392.569,209.085999,6
"353",157.386002,213.057999,3
"354",224.225006,213.608994,2
"355",564.106995,142.156998,4
"356",71.291,54.890999,2
"357",275.085999,167.427002,3
"358",515.083984,118.184998,4
"359",218.899002,250.218994,3
"360",354.722992,153.785995,5
"361",275.737,145.619995,3
"362",396.700989,57.648998,5
"363",357.195007,148.770004,5
"364",359.647003,87.266998,5
"365",203.041,247.889999,3
"366",385.61499,113.893997,6
"367",158.179001,192.776001,3
"368",277.989014,205.149994,3
"369",554.723999,176.576004,4
"370",490.243011,52.750999,4
"371",96.666,76.977997,2
"372",417.811005,101.587997,1
"373",158.403,64.912003,2
"374",180.401993,130.5,1
"375",289.227997,211.878006,3
"376",85.982002,56.124001,2
"377",142.432999,122.995003,3
"378",379.455994,43.882,5
"379",566.518005,198.869003,4
"380",184.302994,58.620998,2
"381",219.837006,173.990997,2
"382",403.941986,87.932999,1
"383",269.765015,225.065002,3
"384",321.253998,75.781998,5
"385",366.826996,47.847,5
"386",493.494995,80.028,4
"387",565.39502,94.417,4
"388",421.375,128.589005,6
"389",126.585999,163.429993,3
"390",235.787003,72.668999,2
"391",67.288002,48.084999,2
"392",266.048004,246.326004,3
"393",376.337006,271.539001,7
"394",363.13501,195.925995,6
"395",507.839996,174.069,4
"396",357.386993,188.248001,6
"397",416.949005,218.399002,6
"398",511.355011,95.764999,4
"399",488.341003,37.085999,1
"400",196.703995,87.940002,2
"401",326.062012,133.807007,1
"402",308.022003,278.977997,1
"403",125.808998,211.009995,1
"404",280.204987,168.343002,3
"405",362.100006,242.807999,7
"406",524.796997,189.888,4
"407",325.304993,280.856995,1
"408",404.204987,139.065994,6
"409",281.497009,133.526001,3
"410",405.985992,102.513,6
"411",205.037003,166.514008,2
"412",216.063995,192.496994,2
"413",41.011002,100.109001,1
"414",394.92099,78.410004,5
"415",465.908997,77.264,4
"416",279.631989,42.386002,1
"417",195.039993,185.369003,2
"418",266.503998,244.994995,3
"419",483.765991,253.863998,1
"420",521.508972,45.733002,4
"421",37.944,59.473999,1
"422",72.403999,122.556999,2
"423",344.69101,128.134995,5
"424",557.656982,104.116997,4
"425",77.414001,158.490997,2
"426",413.729004,167.322998,6
"427",503.44101,137.580002,4
"428",148.709,106.928001,3
"429",615.322998,187.751007,1
"430",140.369003,150.171005,3
"431",157.345993,119.388,3
"432",166.932999,46.570999,2
"433",547.051025,99.218002,4
"434",414.661987,191.563004,6
"435",499.487,145.822006,4
"436",364.424988,60.943001,5
"437",207.837006,171.791,2
"438",455.562988,91.855003,1
"439",483.968994,278.884003,1
"440",199.753006,110.25,2
"441",290.790009,255.352997,3
"442",549.35199,80.389999,4
"443",397.687012,190.057007,6
"444",329.477997,128.848999,5
"445",192.748993,249.283005,3
"446",152.813995,84.672997,2
"447",149.587997,191.126999,3
"448",318.402008,298.601013,1
"449",494.670013,177.481003,4
"450",571.73999,210.658005,4
"451",507.226013,51.043999,4
"452",262.296997,128.723007,3
"453",604.901001,110.545998,1
"454",104.416,56.457001,2
"455",212.095993,158.434006,2
"456",461.091003,75.200996,4
"457",210.350998,173.949997,2
"458",398.649994,74.077003,5
"459",270.292999,112.348999,3
"460",243.643005,230.742004,3
"461",602.302979,310.838013,1
"462",279.118988,258.502991,3
"463",238.358002,252.729996,3
"464",92.421997,133.524994,2
"465",150.848007,125.786003,3
"466",468.674011,165.483994,1
"467",362.270996,184.076996,6
"468",264.289001,199.216995,3
"469",477.34201,56.481998,4
"470",153.468994,171.591995,3
"471",281.667999,64.197998,5
"472",360.536987,72.241997,5
"473",434.614014,279.737,7
"474",459.304993,264.795013,7
"475",218.695999,66.874001,2
"476",344.701996,113.939003,5
"477",414.985992,318.35199,1
"478",360.924988,79.333,5
"479",345.252014,107.285004,5
"480",68.168999,46.334999,2
"481",147.733994,107.475998,3
"482",257.937988,173.119995,1
"483",219.716003,259.855988,3
"484",325.453003,160.807007,1
"485",251.524002,256.28299,3
"486",340.036987,115.315002,5
"487",166.988007,67.112,2
"488",284.536987,64.367996,5
"489",115.988998,228.895004,1
"490",537.502991,52.882,4
"491",261.520996,212.246994,3
"492",494.813995,183.138,4
"493",396.987,144.664993,6
"494",403.934998,189.251999,6
"495",325.053986,262.022003,1
"496",44.547001,116.059998,1
"497",91.918999,82.869003,2
"498",138.188995,193.453003,3
"499",61.348,46.159,2
"500",278.528015,81.328003,1
"501",74.324997,106.800003,2
"502",164.190002,156.119003,3
"503",225.345001,81.863998,2
"504",292.01001,159.996994,3
"505",197.681,245.843002,3
"506",147.626999,125.290001,3
"507",467.247009,161.440002,1
"508",296.963989,56.787998,5
"509",365.64801,199.451004,6
"510",564.018982,64.426003,4
"511",271.109009,274.54599,3
"512",68.557999,150.291,2
"513",284.980988,139.281998,3
"514",106.292999,108.943001,1
"515",216.899994,154.263,2
"516",350.575012,250.404007,7
"517",68.553001,141.475006,2
"518",326.165985,86.869003,5
"519",355.061005,114.990997,5
"520",512.482971,127.595001,4
"521",264.006012,112.605003,3
"522",244.932999,260.880005,3
"523",132.292999,132.470001,3
"524",582.20697,73.765999,1
"525",418.944,71.442001,5
"526",121.744003,303.029999,1
"527",199.871002,77.751999,2
"528",229.912994,238.348007,3
"529",126.972,275.925995,3
"530",195.572998,111.744003,2
"531",466.562012,251.897995,7
"532",374.765991,167.072998,1
"533",39.404999,78.039001,1
"534",225.404999,96.488998,2
"535",163.389008,73.021004,2
"536",503.161011,106.442001,4
"537",425.917999,161.554993,1
"538",279.71701,237.365005,3
"539",540.768982,275.894012,1
"540",65.601997,79.469002,2
"541",197.294998,123.153999,2
"542",63.659,163.309998,2
"543",93.832001,103.416,1
"544",197.212997,210.139008,2
"545",555.442017,110.018997,4
"546",105.746002,61.153999,2
"547",566.68103,102.698997,4
"548",519.398987,74.5,4
"549",342.161011,115.706001,5
"550",172.505005,60.905998,2
"551",344.223999,261.820007,7
"552",397.016998,268.615997,7
"553",75.064003,155.130005,2
"554",532.963013,118.140999,4
"555",354.334015,93.924004,5
"556",421.787994,65.191002,5
"557",360.380005,194.438995,6
"558",532.687012,202.809006,4
"559",448.928986,245.656006,7
"560",354.556,98.339996,5
"561",260.190002,140.643005,3
"562",101.056999,183.417999,1
"563",547.22699,83.968002,4
"564",167.917007,55.268002,2
"565",467.243988,246.080994,7
"566",225.235992,189.682007,2
"567",393,63.758999,5
"568",84.288002,91.324997,2
"569",332.199005,127.916,5
"570",549.400024,264.63501,1
"571",499.975006,91.205002,4
"572",534.01001,104.303001,4
"573",349.380005,93.725998,5
"574",351.602997,117.271004,5
"575",491.622986,137.057007,4
"576",510.216003,128.727997,4
"577",87.866997,194.244003,2
"578",617.86499,85.073997,1
"579",533.562988,133.220001,4
"580",300.276001,71.496002,5
"581",557.458984,107.641998,4
"582",564.370972,89.732002,4
"583",524.997009,224.171997,4
"584",307.914001,61.425999,5
"585",71.569,196.033997,2
"586",400.369995,146.070999,6
"587",396.015991,164.108994,6
"588",131.908005,135.149994,3
"589",528.924011,109.249001,4
"590",97.559998,77.537003,2
"591",421.115997,263.997009,7
"592",392.230011,182.074997,6
"593",380.207001,263.605011,7
"594",225.494003,134.102997,2
"595",350.820007,128.548996,5
"596",567.562988,226.748993,4
"597",356.40799,227.078995,1
"598",188.839005,251.475998,3
"599",274.38501,60.872002,5
"600",221.785995,266.627014,3
"601",60.146999,98.570999,2
"602",73.217003,161.134995,2
"603",153.098999,206.412003,3
"604",134.966995,251.927994,3
"605",279.03299,239.472,3
"606",201.75,101.764999,2
"607",391.993988,122.249001,6
"608",285.714996,80.957001,5
"609",327.824005,76.202003,5
"610",271.406006,174.451004,3
"611",290.115997,119.855003,3
"612",558.909973,207.597,4
"613",145.013,212.272003,3
"614",136.759995,70.600998,2
"615",541.591003,122.908997,4
"616",549.984985,50.756001,4
"617",516.741028,115.016998,4
"618",206.664001,148.380005,2
"619",289.868988,255.328003,3
"620",408.890015,152.257996,6
"621",361.558014,134.671997,5
"622",291.717987,209.781998,3
"623",268.69101,246.173996,3
"624",578.909973,315.826996,1
"625",182.839005,59.82,2
"626",545.671997,244.365997,4
"627",222.710999,84.125,2
"628",405.5,277.574005,7
"629",201.753998,248.345001,3
"630",384.156006,203.039001,6
"631",208.203003,175.356995,2
"632",353.604004,121.234001,5
"633",523.062988,70.250999,4
"634",356.824005,251.865997,7
"635",444.042999,245.828995,7
"636",130.970993,175.328995,3
"637",271.330994,255.434998,3
"638",319.425995,298.837006,1
"639",483.634003,59.507,4
"640",309.709991,67.441002,5
"641",348.056,218.735992,6
"642",159.679993,142.804993,3
"643",225.076996,76.208,2
"644",280.453003,54.907001,5
"645",266.860992,142.947998,3
"646",365.477997,201.917999,6
"647",242.837997,254.589996,3
"648",265.846008,156.804993,3
"649",545.64801,245.738007,4
"650",191.966995,72.097,2
"651",569.565979,232.117004,4
"652",381.820007,196.932007,6
"653",525.052979,60.130001,4
"654",148.020004,164.328995,3
"655",518.846985,67.719002,4
"656",189.792999,213.298004,2
"657",229.253998,71.166,2
"658",218.339996,251.779007,3
"659",329.558014,138.776001,5
"660",483.873993,162.421005,4
"661",218.026993,189.225006,2
"662",527.062988,120.841003,4
"663",529.762024,76.723,4
"664",221.718994,155.854996,2
"665",354.967987,133.863007,5
"666",558.010986,213.445999,4
"667",121.460999,242.197006,1
"668",382.506989,197.737,6
"669",372.842987,243.330994,7
"670",551.362976,246.065002,4
"671",213.766998,216.972,2
"672",378.391998,79.637001,1
"673",276.822998,193.393005,3
"674",405.492004,263.514008,7
"675",564.698975,201.604004,4
"676",294.850006,203.953995,3
"677",568.135986,236.378006,4
"678",221.483002,117.691002,2
"679",320.925995,66.527,5
"680",212.822006,192.042007,2
"681",222.328995,75.945,2
"682",309.006989,72.723999,5
"683",386.936005,228.511993,1
"684",313.598999,78.346001,5
"685",378.197998,259.619995,7
"686",357.177002,246.166,7
"687",541.859009,199.873001,4
"688",401.821014,154.903,6
"689",280.78299,138.177994,3
"690",162.850998,65.268997,2
"691",516.598022,205.419006,4
"692",634.796997,215.830994,1
"693",231.817993,65.542999,2
"694",390.70401,47.810001,5
"695",274.751007,234.645996,3
"696",533.763977,196.348007,4
"697",359.868988,63.972,5
"698",566.950989,122.278999,4
"699",413.303986,176.264008,6
"700",284.21701,57.741001,5
"701",200.442001,128.953995,2
"702",505.834991,68.642998,4
"703",215.080002,117.962997,2
"704",259.794006,231.744995,3
"705",540.450012,93.094002,4
"706",346.619995,69.801003,5
"707",287.833008,61.187,5
"708",543.536011,103.255997,4
"709",142.110992,79.348999,2
"710",418.389008,273.756012,7
"711",105.714996,289.947998,1
"712",141.285004,242.108994,3
"713",324.839996,112.084999,1
"714",539.117981,199.539001,4
"715",402.673004,150.811005,6
"716",273.953003,155.031006,3
"717",267.30899,57.077,1
"718",127.728996,210.511002,3
"719",160.231003,110.974998,1
"720",448.95401,90.967003,1
"721",305.721008,66.884003,5
"722",130.018997,155.285995,3
"723",228.774002,69.528,2
"724",553.835022,49.368,4
"725",527.642029,169.251999,4
"726",78.542,177.619003,2
"727",269.67099,224.182007,3
"728",432.701996,280.381012,7
"729",269.665009,211.432999,3
"730",195.966995,243.692993,3
"731",232.552994,256.759003,3
"732",270.769989,205.761993,3
"733",72.014,121.126999,2
"734",406.772003,159.044998,6
"735",69.489998,175.238007,2
"736",72.195,94.073997,2
"737",363.985992,113.258003,5
"738",561.406982,163.725006,4
"739",173.634995,259.595001,3
"740",339.459015,153.664993,5
"741",79.166,175.302002,2
"742",481.040985,59.125,4
"743",385.917999,201.927994,6
"744",548.434998,68.852997,4
"745",569.411987,126.18,4
"746",289.734985,42.824001,5
"747",139.75,131.434998,3
"748",151.977997,134.800995,3
"749",64.683998,55.047001,2
"750",360.964996,95.771004,5
"751",256.541992,258.031006,3
"752",504.032013,180.475006,4
"753",289.348999,173.746002,3
"754",497.846985,283.141998,1
"755",142.007004,250.802002,3
"756",42.959999,230.755997,1
"757",552.031006,210.136993,4
"758",274.125,191.738998,3
"759",362.270996,215.272995,6
"760",482.661011,256.498993,1
"761",394.403015,161.167007,6
"762",411.35199,198.410995,6
"763",533.117004,49.653,4
"764",248.679993,247.445007,3
"765",204.628006,261.007996,3
"766",548.015991,114.752998,4
"767",228.459,165.274994,2
"768",563.763977,160.403,4
"769",541.862976,224.630005,4
"770",63.209,108.863998,2
"771",573.133972,194.645996,4
"772",421.480011,44.381001,1
"773",483.747986,72.913002,4
"774",227.237,141.595993,2
"775",532.630005,83.992996,4
"776",456.096008,114.272003,1
"777",557.674011,25.521999,1
"778",355.166992,217.022003,6
"779",188.414001,65.751999,2
"780",566.192017,235.923996,4
"781",211.528,77.867996,2
"782",336.255005,92.528999,5
"783",163.141006,66.302002,2
"784",202.535004,93.801003,2
"785",510.770996,117.017998,4
"786",138.048004,253.815002,3
"787",327.716003,50.396,5
"788",260.10199,164.856003,3
"789",527.833008,114.058998,4
"790",291.411011,224.641998,3
"791",224.425995,253.492996,3
"792",324.967987,252.936005,1
"793",191.440002,74.565002,2
"794",326.990997,125.642998,5
"795",509.63501,154.072998,4
"796",633.526978,62.272999,1
"797",388.390015,152.098999,6
"798",387.100006,50.096001,5
"799",397.699005,208.774002,6
"800",261.867004,227.875,3
"801",356.355988,92.555,5
"802",94.279999,53.841999,2
"803",445.856995,305.868988,1
"804",218.675003,57.882,2
"805",133.162003,117.936996,3
"806",448.096985,278.470001,7
"807",540.666016,66.646004,4
"808",180.487,47.449001,2
"809",208.768005,191.119995,2
"810",402.252014,213.078995,6
"811",465.25,183.692001,1
"812",526.432007,120.228996,4
"813",72.744003,176.619995,2
"814",410.61499,258.216003,7
"815",551.723999,145.507996,4
"816",261.911011,257.806,3
"817",423.011993,133.024002,6
"818",392.941986,135.414001,6
"819",64.568001,77.231003,2
"820",346.694,187.212997,1
"821",123.747002,52.488998,2
"822",171.757996,242.761993,3
"823",342.096008,281.688995,7
"824",352.466003,186.552002,1
"825",495.76001,49.258999,4
"826",236.613998,318.761993,1
"827",231.328995,271.434998,3
"828",201.537994,186.804001,2
"829",40.215,268.131989,1
"830",564.888,124.052002,4
"831",330.253998,262.610992,7
"832",567.232971,118.787003,4
"833",498.009003,33.818001,1
"834",148.876007,137.126999,3
"835",233.296005,240.240005,3
"836",297.44101,77.755997,5
"837",132.498993,55.147999,2
"838",366.281006,58.452999,5
"839",154.408005,229.712997,3
"840",630.883972,156.5,1
"841",56.056,314.141998,1
"842",294.106995,256.372009,3
"843",384.669006,200.022995,6
"844",158.990997,276.893005,3
"845",524.30603,114.746002,4
"846",355.933014,53.529999,5
"847",415.21701,45.738998,5
"848",450.477997,270.447998,7
"849",214.184006,111.556999,2
"850",70.064003,108.977997,2
"851",210.022995,153.735001,2
"852",184.766006,46.675999,2
"853",424.43399,247.220993,7
"854",497.617004,181.779999,4
"855",572.005981,114.734001,4
"856",92.037003,69.579002,2
"857",363.25,92.216003,5
"858",277.98999,217.576004,3
"859",212.968002,111.195,2
"860",83.622002,70.676003,2
"861",143.535004,198.722,3
"862",540.640991,80.210999,4
"863",272.562012,153.024002,3
"864",575.877014,74.935997,4
"865",375.549011,212.608994,6
"866",247.212997,102.829002,1
"867",402.925995,147.393005,6
"868",327.312988,244.485992,1
"869",398.233002,134.742004,6
"870",384.072998,265.339996,7
"871",335.821014,107.763,5
"872",109.455002,48.804001,2
"873",519.080994,192.126999,4
"874",334.649994,47.013,5
"875",284.661011,208.294006,3
"876",127.358002,111.865997,1
"877",383.998993,64.166,5
"878",77.481003,169.507996,2
"879",77.234001,120.889999,2
"880",527.40802,223.164993,4
"881",124.578003,53.067001,2
"882",487.066986,55.889999,4
"883",560.197021,84.291,4
"884",315.105988,58.258999,5
"885",75.541,166.697006,2
"886",363.018005,148.740997,5
"887",73.278999,281.411987,1
"888",291.553009,233.692001,3
"889",548.497986,185.701004,4
"890",276.69101,41.542999,1
"891",554.960999,217.300995,4
"892",266.851013,168.518005,3
"893",145.011002,215.367996,3
"894",395.595001,55.949001,5
"895",404.709991,123.801003,6
"896",383.13501,133.731995,6
"897",210.781006,205.964996,2
"898",280.631989,252.095001,3
"899",575.224976,195.570007,1
"900",473.656006,298.77301,1
"901",422.113007,69.758003,5
"902",389.932007,261.792999,7
"903",139.584,238.764999,3
"904",517.023987,83.140999,4
"905",276.882996,209.966995,3
"906",425.572998,210.207993,6
"907",329.157013,143.867996,1
"908",205.141998,169.860992,2
"909",217.867996,135.339996,2
"910",214.533005,253.264999,3
"911",222.697998,180.865005,2
"912",172.682999,272.181,3
"913",546.265015,194.145004,4
"914",309.261993,74.214996,5
"915",243.584,86.927002,1
"916",189.548996,65.093002,2
"917",198.522995,104.621002,2
"918",274.447998,173.380997,3
"919",171.824005,266.813995,3
"920",220.807007,87.945999,2
"921",338.156006,127.797997,5
"922",50.664001,267.764008,1
"923",342.776001,116.285004,5
"924",131.533005,232.345993,3
"925",276.673004,242.270996,3
"926",366.042999,43.703999,5
"927",205.386993,156.259003,2
"928",379.181,72.464996,5
"929",212.194,108.508003,2
"930",290.057007,260.84201,3
"931",349.113007,66.130997,5
"932",209.992004,123.260002,2
"933",365.772003,207.875,6
"934",161.173004,159.466995,3
"935",139.404999,51.455002,2
"936",463.334991,155.826004,1
"937",549.72998,175.908005,4
"938",155.477005,210.311005,3
"939",385.279999,41.521,1
"940",291.014008,114.417999,3
"941",596.783997,132.237,1
"942",215.925995,109.172997,2
